project,genome,file_accession,type,output_type,replicates,pipe,Target,Biosample
ENCSR887MXT,GRCh38,ENCFF321ZWF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZHX1,HeLa-S3
ENCSR887TWV,GRCh38,ENCFF482BEV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF5,HepG2
ENCSR887VJM,GRCh38,ENCFF395OJF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF1,WTC11
ENCSR888QFJ,GRCh38,ENCFF310TQK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BHLHA15,HepG2
ENCSR888XZK,GRCh38,ENCFF732ZNB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF7L2,K562
ENCSR890DSP,GRCh38,ENCFF368IYV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRF1,HepG2
ENCSR891KNP,GRCh38,ENCFF290UUF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF30,HepG2
ENCSR891KPP,GRCh38,ENCFF060MHX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF865,HepG2
ENCSR892DRK,GRCh38,ENCFF814JWH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,REST,A549
ENCSR892QHR,GRCh38,ENCFF540USW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PRDM6,HEK293
ENCSR892ZTO,GRCh38,ENCFF773OGL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF548,HEK293
ENCSR895KNN,GRCh38,ENCFF015STD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,DZIP1,HepG2
ENCSR896UBV,GRCh38,ENCFF437IAR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,REST,HEK293
ENCSR897LDT,GRCh38,ENCFF409YKQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GATA2,HepG2
ENCSR897MYK,GRCh38,ENCFF486BXB,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,SREBF1,A549
ENCSR897RVP,GRCh38,ENCFF241FHJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF514,HEK293
ENCSR897ZXU,GRCh38,ENCFF096JXF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F8,MCF-7
ENCSR898IDK,GRCh38,ENCFF063VRD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF23,K562
ENCSR899BKM,GRCh38,ENCFF609HVM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF687,MCF-7
ENCSR902AMJ,GRCh38,ENCFF215UIS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF660,HepG2
ENCSR903JFF,GRCh38,ENCFF856AHX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF605,HepG2
ENCSR904JEY,GRCh38,ENCFF841BQO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF34,HepG2
ENCSR905BNO,GRCh38,ENCFF994VNA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF816,HepG2
ENCSR905MSY,GRCh38,ENCFF117RRT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXJ3,WTC11
ENCSR906PCS,GRCh38,ENCFF261BLL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF223,HEK293
ENCSR907MZR,GRCh38,ENCFF527MLG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TRIM24,K562
ENCSR907PAR,GRCh38,ENCFF625DDW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF878,HepG2
ENCSR909GJR,GRCh38,ENCFF372DFI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MXD3,HepG2
ENCSR909HMT,GRCh38,ENCFF079WZH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZEB1,HEK293
ENCSR909TSW,GRCh38,ENCFF425YHJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF547,HEK293
ENCSR910MUD,GRCh38,ENCFF389YCG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF138,HepG2
ENCSR910UQX,GRCh38,ENCFF947CJX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TGIF2,WTC11
ENCSR911MML,GRCh38,ENCFF902EKZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF3,HepG2
ENCSR912NEF,GRCh38,ENCFF774KWE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MGA,HepG2
ENCSR913JBH,GRCh38,ENCFF669RAT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TP63,A549
ENCSR914HPP,GRCh38,ENCFF624TVT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF44,HepG2
ENCSR917SSX,GRCh38,ENCFF294DQQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF160,HepG2
ENCSR918EFA,GRCh38,ENCFF945IST,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF57,K562
ENCSR919CZU,GRCh38,ENCFF501WRO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,EGR2,HEK293
ENCSR922MQU,GRCh38,ENCFF139XIZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FUBP1,HepG2
ENCSR922RFY,GRCh38,ENCFF086RZQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF4,SK-N-SH
ENCSR923MOO,GRCh38,ENCFF407WPM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MEF2D,HepG2
ENCSR924GRG,GRCh38,ENCFF066ZQN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB49,HEK293
ENCSR924GXX,GRCh38,ENCFF785QJM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PHB2,K562
ENCSR924KZA,GRCh38,ENCFF321MWB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF235,HepG2
ENCSR924LSO,GRCh38,ENCFF245XOL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F4,HepG2
ENCSR924TVL,GRCh38,ENCFF753LKY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RFX5,MCF-7
ENCSR925QAW,GRCh38,ENCFF512OAX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HMG20B,HepG2
ENCSR925TWM,GRCh38,ENCFF493IPT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ETV6,HepG2
ENCSR926KTP,GRCh38,ENCFF724CHN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRF9,K562
ENCSR926TAH,GRCh38,ENCFF927VIS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PREB,K562
ENCSR928API,GRCh38,ENCFF088YXY,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,RFX1,HepG2
ENCSR928BPP,GRCh38,ENCFF671PCI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF2,WTC11
ENCSR929IMB,GRCh38,ENCFF411GOS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,AKNA,HepG2
ENCSR929KSH,GRCh38,ENCFF632PBR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SKIL,HepG2
ENCSR931SYA,GRCh38,ENCFF930FAL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB46,HepG2
ENCSR934RJP,GRCh38,ENCFF798AFV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF3,K562
ENCSR934WOF,GRCh38,ENCFF464BVI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TEAD1,WTC11
ENCSR935GZV,GRCh38,ENCFF257CCO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFYB,HepG2
ENCSR935PEA,GRCh38,ENCFF875JMR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREB5,K562
ENCSR935UQL,GRCh38,ENCFF188PLS,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4,MECOM,K562
ENCSR938ETG,GRCh38,ENCFF073UWB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF9,HepG2
ENCSR938VRO,GRCh38,ENCFF415YWK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF343,HepG2
ENCSR940EZR,GRCh38,ENCFF428HNJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF280B,HepG2
ENCSR940PYZ,GRCh38,ENCFF824EJC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF609,K562
ENCSR941WVJ,GRCh38,ENCFF643XUN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FBXL19,HepG2
ENCSR943MQH,GRCh38,ENCFF231XIJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB33,WTC11
ENCSR944LSA,GRCh38,ENCFF544WSX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,DBP,HepG2
ENCSR945NFL,GRCh38,ENCFF954CVW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,USF2,SK-N-SH
ENCSR945QEW,GRCh38,ENCFF604THW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF121,HepG2
ENCSR946BKU,GRCh38,ENCFF216ISR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR1H2,HepG2
ENCSR946PKH,GRCh38,ENCFF678IWM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF678,HepG2
ENCSR947PJZ,GRCh38,ENCFF449JMB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HIVEP1,K562
ENCSR948JND,GRCh38,ENCFF380KJB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF398,K562
ENCSR948QLZ,GRCh38,ENCFF470CSE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CBX1,K562
ENCSR949COJ,GRCh38,ENCFF171XML,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARNTL,SK-N-SH
ENCSR949IWY,GRCh38,ENCFF490MXJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PAX8,MCF-7
ENCSR949OEV,GRCh38,ENCFF291LHW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFY,HepG2
ENCSR950ACO,GRCh38,ENCFF141YOK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF785,HEK293
ENCSR953DVM,GRCh38,ENCFF925GLW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F8,K562
ENCSR953KEY,GRCh38,ENCFF592NJN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TFE3,K562
ENCSR956OSX,GRCh38,ENCFF919ZSN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ONECUT1,HepG2
ENCSR957FIZ,GRCh38,ENCFF810LSF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,UBTF,HepG2
ENCSR957LTN,GRCh38,ENCFF624JML,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF146,HepG2
ENCSR958JPH,GRCh38,ENCFF144ZLB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TSHZ1,K562
ENCSR959BQO,GRCh38,ENCFF208OME,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF700,K562
ENCSR959COF,GRCh38,ENCFF825GVH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB10,HepG2
ENCSR960ASR,GRCh38,ENCFF667FDX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TIGD6,HepG2
ENCSR961WLZ,GRCh38,ENCFF070XVL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SOX5,HepG2
ENCSR962BEI,GRCh38,ENCFF248QLP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB21,WTC11
ENCSR963CCJ,GRCh38,ENCFF413VSG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARID4B,WTC11
ENCSR963EQY,GRCh38,ENCFF434STO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR1H2,WTC11
ENCSR964ZJC,GRCh38,ENCFF825WJM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF547,HepG2
ENCSR966PJJ,GRCh38,ENCFF006ZKN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,WT1,HEK293
ENCSR966PJY,GRCh38,ENCFF831MUI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MIXL1,HepG2
ENCSR966ULI,GRCh38,ENCFF375JQI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PATZ1,HEK293
ENCSR966YYJ,GRCh38,ENCFF846CPP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,"COMMD3-BMI1,BMI1",MCF-7
ENCSR967ZMR,GRCh38,ENCFF641ZFM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXB13,A549
ENCSR969AIM,GRCh38,ENCFF963VBZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PATZ1,SK-N-SH
ENCSR970NKQ,GRCh38,ENCFF746GDG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR2F1,K562
ENCSR970OJY,GRCh38,ENCFF773RNU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF3,K562
ENCSR971EWR,GRCh38,ENCFF604LXR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ETV5,K562
ENCSR972CVS,GRCh38,ENCFF198NGY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ELK3,K562
ENCSR974OFJ,GRCh38,ENCFF992IBT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF5,GM12878
ENCSR976MXN,GRCh38,ENCFF653DNY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF317,K562
ENCSR976TBC,GRCh38,ENCFF478SRO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRF5,GM12878
ENCSR977FEF,GRCh38,ENCFF719BHI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PRDM1,A549
ENCSR977FRK,GRCh38,ENCFF503UTF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF563,HepG2
ENCSR977HTH,GRCh38,ENCFF406WQB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF18,HEK293
ENCSR978DQT,GRCh38,ENCFF624UXU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZHX1,HepG2
ENCSR978EQY,GRCh38,ENCFF576SDC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GLI2,HEK293
ENCSR979IOT,GRCh38,ENCFF209ZVL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HES2,A549
ENCSR980EGJ,GRCh38,ENCFF849LSO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TP53,HepG2
ENCSR980HGI,GRCh38,ENCFF488DML,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ELF4,HepG2
ENCSR981BHT,GRCh38,ENCFF162UZN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ADNP,HepG2
ENCSR982CFC,GRCh38,ENCFF996LQH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NR0B2,HepG2
ENCSR983FBD,GRCh38,ENCFF306ZFX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFE2,HepG2
ENCSR984IXF,GRCh38,ENCFF371EUY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF709,HepG2
ENCSR984MDV,GRCh38,ENCFF217CVI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF24,HEK293
ENCSR985MYI,GRCh38,ENCFF799MUM,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF114,HEK293
ENCSR986CDX,GRCh38,ENCFF625QHR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NEUROD1,K562
ENCSR986XYK,GRCh38,ENCFF043NUC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PKNOX1,MCF-7
ENCSR987FPY,GRCh38,ENCFF953GZH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ATF6,WTC11
ENCSR987KYK,GRCh38,ENCFF159END,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF717,K562
ENCSR988EVQ,GRCh38,ENCFF472DLA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,XBP1,HepG2
ENCSR988LZG,GRCh38,ENCFF492BXK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARID4B,HepG2
ENCSR988ZSI,GRCh38,ENCFF267ADR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RERE,HepG2
ENCSR989LMJ,GRCh38,ENCFF095PJP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RELA,WTC11
ENCSR992KMO,GRCh38,ENCFF417LFH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MTERF4,HepG2
ENCSR992XTY,GRCh38,ENCFF112GJQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CTCF,WTC11
ENCSR993DED,GRCh38,ENCFF673JCM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF214,HEK293
ENCSR993LMB,GRCh38,ENCFF398TIE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TGIF2,HepG2
ENCSR995CFS,GRCh38,ENCFF876JKA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HEYL,A549
ENCSR995FUM,GRCh38,ENCFF670RLH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF79,K562
ENCSR996FYT,GRCh38,ENCFF284XHX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF202,HEK293
ENCSR998OMC,GRCh38,ENCFF392MAR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TFCP2,K562
ENCSR998YJI,GRCh38,ENCFF622FUC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF503,HepG2
ENCSR999JKC,GRCh38,ENCFF753OCA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXA3,HepG2
